requested_origin,forecast_origin_date,forecast_origin_value,forecast_step,target_date,actual_value,chronos_q0.1_lower,chronos_q0.5_median,chronos_q0.9_upper,random_walk_forecast,history_rows,context_length,mase_scale_training_only,model_id,alpha,ensemble_forecast,interval_correction,corrected_q0.1_lower,corrected_q0.5_median,corrected_q0.9_upper,evaluation_role
2026-05-01,2026-04-30,1476.1,13,2026-05-21,1509.7,1439.6024169921875,1476.7840576171875,1513.17724609375,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1476.4420288085937,3.008544921875,1436.5938720703125,1476.7840576171875,1516.185791015625,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,14,2026-05-22,1503.5,1437.897705078125,1477.37109375,1513.0616455078125,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1476.735546875,3.008544921875,1434.88916015625,1477.37109375,1516.0701904296875,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,15,2026-05-26,1513.3,1437.1619873046875,1477.794921875,1514.7530517578125,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1476.9474609375,3.008544921875,1434.1534423828125,1477.794921875,1517.7615966796875,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,16,2026-05-27,1507.9,1434.7059326171875,1476.8197021484375,1515.451904296875,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1476.4598510742187,3.008544921875,1431.6973876953125,1476.8197021484375,1518.46044921875,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,17,2026-05-28,1501.6,1436.4271240234375,1478.5125732421875,1518.500732421875,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1477.3062866210937,3.008544921875,1433.4185791015625,1478.5125732421875,1521.50927734375,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,18,2026-05-29,1505.8,1433.8018798828125,1477.936279296875,1519.32470703125,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1477.0181396484377,3.008544921875,1430.7933349609375,1477.936279296875,1522.333251953125,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,19,2026-06-01,1503.2,1432.49267578125,1477.9130859375,1520.173583984375,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1477.00654296875,3.008544921875,1429.484130859375,1477.9130859375,1523.18212890625,out_of_calibration_2026_small_sample
2026-05-01,2026-04-30,1476.1,20,2026-06-02,1511.3,1431.9381103515625,1477.70068359375,1523.2740478515625,1476.1,15345,756,2.5830011730969757,amazon/chronos-2,0.5,1476.900341796875,3.008544921875,1428.9295654296875,1477.70068359375,1526.2825927734375,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,1,2026-06-02,1511.3,1491.92724609375,1503.8946533203125,1515.1246337890625,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1503.5473266601562,3.008544921875,1488.918701171875,1503.8946533203125,1518.1331787109375,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,2,2026-06-04,1515.6,1489.211669921875,1504.0301513671875,1518.1480712890625,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1503.6150756835937,3.008544921875,1486.203125,1504.0301513671875,1521.1566162109375,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,3,2026-06-05,1528.6,1485.44677734375,1504.1324462890625,1521.2109375,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1503.6662231445312,3.008544921875,1482.438232421875,1504.1324462890625,1524.219482421875,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,4,2026-06-08,1543.0,1484.9481201171875,1504.2109375,1523.8577880859375,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1503.70546875,3.008544921875,1481.9395751953125,1504.2109375,1526.8663330078125,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,5,2026-06-09,1546.5,1482.6651611328125,1504.69775390625,1526.9146728515625,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1503.948876953125,3.008544921875,1479.6566162109375,1504.69775390625,1529.9232177734375,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,6,2026-06-10,1518.4,1480.7247314453125,1504.511962890625,1528.8267822265625,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1503.8559814453124,3.008544921875,1477.7161865234375,1504.511962890625,1531.8353271484375,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,7,2026-06-11,1522.4,1480.1776123046875,1505.3157958984375,1531.369873046875,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1504.257897949219,3.008544921875,1477.1690673828125,1505.3157958984375,1534.37841796875,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,8,2026-06-12,1527.0,1478.81689453125,1505.8411865234375,1533.9083251953125,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1504.520593261719,3.008544921875,1475.808349609375,1505.8411865234375,1536.9168701171875,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,9,2026-06-15,1520.4,1477.41259765625,1506.84619140625,1536.31396484375,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1505.023095703125,3.008544921875,1474.404052734375,1506.84619140625,1539.322509765625,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,10,2026-06-16,1510.0,1476.9622802734375,1507.2005615234375,1537.5772705078125,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1505.200280761719,3.008544921875,1473.9537353515625,1507.2005615234375,1540.5858154296875,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,11,2026-06-17,1513.5,1474.54931640625,1507.45361328125,1540.0902099609375,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1505.326806640625,3.008544921875,1471.540771484375,1507.45361328125,1543.0987548828125,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,12,2026-06-18,1512.8,1474.8531494140625,1507.5150146484375,1541.0911865234375,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1505.357507324219,3.008544921875,1471.8446044921875,1507.5150146484375,1544.0997314453125,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,13,2026-06-19,1523.4,1473.585693359375,1506.9732666015625,1542.862060546875,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1505.0866333007812,3.008544921875,1470.5771484375,1506.9732666015625,1545.87060546875,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,14,2026-06-22,1535.0,1470.2945556640625,1508.16845703125,1542.393798828125,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1505.684228515625,3.008544921875,1467.2860107421875,1508.16845703125,1545.40234375,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,15,2026-06-23,1535.7,1470.27783203125,1509.1451416015625,1544.7855224609375,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1506.1725708007812,3.008544921875,1467.269287109375,1509.1451416015625,1547.7940673828125,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,16,2026-06-24,1537.2,1467.6007080078125,1507.31884765625,1546.2481689453125,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1505.259423828125,3.008544921875,1464.5921630859375,1507.31884765625,1549.2567138671875,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,17,2026-06-25,1538.3,1465.5499267578125,1509.39111328125,1550.505859375,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1506.295556640625,3.008544921875,1462.5413818359375,1509.39111328125,1553.514404296875,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,18,2026-06-26,1545.3,1463.3751220703125,1508.6422119140625,1550.6761474609375,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1505.9211059570312,3.008544921875,1460.3665771484375,1508.6422119140625,1553.6846923828125,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,19,2026-06-29,1544.2,1463.0220947265625,1508.8548583984375,1552.605224609375,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1506.027429199219,3.008544921875,1460.0135498046875,1508.8548583984375,1555.61376953125,out_of_calibration_2026_small_sample
2026-06-01,2026-06-01,1503.2,20,2026-06-30,1541.5,1462.9576416015625,1508.7017822265625,1554.5286865234375,1503.2,15364,756,2.589095228796459,amazon/chronos-2,0.5,1505.9508911132812,3.008544921875,1459.9490966796875,1508.7017822265625,1557.5372314453125,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,1,2026-07-02,1554.4,1533.7757568359375,1546.729248046875,1559.2584228515625,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1547.5646240234375,3.008544921875,1530.7672119140625,1546.729248046875,1562.2669677734375,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,2,2026-07-03,1554.1,1532.0440673828125,1547.2681884765625,1560.8814697265625,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1547.8340942382813,3.008544921875,1529.0355224609375,1547.2681884765625,1563.8900146484375,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,3,2026-07-06,1539.7,1529.18505859375,1547.681396484375,1563.527099609375,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1548.0406982421875,3.008544921875,1526.176513671875,1547.681396484375,1566.53564453125,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,4,2026-07-07,1531.8,1528.80224609375,1547.65625,1565.8084716796875,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1548.028125,3.008544921875,1525.793701171875,1547.65625,1568.8170166015625,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,5,2026-07-08,1526.6,1525.5760498046875,1547.614013671875,1567.689453125,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1548.0070068359375,3.008544921875,1522.5675048828125,1547.614013671875,1570.697998046875,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,6,2026-07-09,1509.9,1524.0830078125,1546.961181640625,1569.297119140625,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1547.6805908203123,3.008544921875,1521.074462890625,1546.961181640625,1572.3056640625,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,7,2026-07-10,1504.2,1523.4132080078125,1547.9019775390625,1571.6953125,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1548.1509887695313,3.008544921875,1520.4046630859375,1547.9019775390625,1574.703857421875,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,8,2026-07-13,1507.1,1521.563720703125,1548.3416748046875,1574.5828857421875,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1548.3708374023438,3.008544921875,1518.55517578125,1548.3416748046875,1577.5914306640625,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,9,2026-07-14,1504.9,1522.0838623046875,1549.7889404296875,1577.0313720703125,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1549.0944702148438,3.008544921875,1519.0753173828125,1549.7889404296875,1580.0399169921875,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,10,2026-07-15,1492.2,1520.762939453125,1549.883544921875,1578.57080078125,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1549.1417724609375,3.008544921875,1517.75439453125,1549.883544921875,1581.579345703125,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,11,2026-07-16,1488.8,1520.4617919921875,1550.4371337890625,1580.898681640625,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1549.4185668945313,3.008544921875,1517.4532470703125,1550.4371337890625,1583.9072265625,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,12,2026-07-20,1484.3,1518.2467041015625,1550.3482666015625,1581.881591796875,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1549.3741333007813,3.008544921875,1515.2381591796875,1550.3482666015625,1584.89013671875,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,13,2026-07-21,1482.0,1516.35205078125,1549.0216064453125,1583.171875,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1548.7108032226563,3.008544921875,1513.343505859375,1549.0216064453125,1586.180419921875,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,14,2026-07-22,1475.6,1514.7984619140625,1550.53759765625,1582.798828125,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1549.468798828125,3.008544921875,1511.7899169921875,1550.53759765625,1585.807373046875,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,15,2026-07-23,1480.9,1515.1290283203125,1551.760498046875,1585.8905029296875,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1550.0802490234375,3.008544921875,1512.1204833984375,1551.760498046875,1588.8990478515625,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,16,2026-07-24,1469.4,1515.5604248046875,1550.800048828125,1588.1864013671875,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1549.6000244140623,3.008544921875,1512.5518798828125,1550.800048828125,1591.1949462890625,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,17,2026-07-27,1466.3,1512.62548828125,1551.11328125,1589.4375,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1549.756640625,3.008544921875,1509.616943359375,1551.11328125,1592.446044921875,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,18,2026-07-28,1465.4,1512.29150390625,1550.8974609375,1590.7109375,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1549.64873046875,3.008544921875,1509.282958984375,1550.8974609375,1593.719482421875,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,19,2026-07-29,1466.2,1509.156982421875,1551.1749267578125,1593.0230712890625,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1549.7874633789063,3.008544921875,1506.1484375,1551.1749267578125,1596.0316162109375,out_of_calibration_2026_small_sample
2026-07-01,2026-07-01,1548.4,20,2026-07-30,1450.1,1508.36328125,1551.44970703125,1595.554443359375,1548.4,15385,756,2.594947347893916,amazon/chronos-2,0.5,1549.924853515625,3.008544921875,1505.354736328125,1551.44970703125,1598.56298828125,out_of_calibration_2026_small_sample
