requested_origin,forecast_origin_date,forecast_origin_value,forecast_step,target_date,actual_value,chronos_q0.1_lower,chronos_q0.5_median,chronos_q0.9_upper,random_walk_forecast,history_rows,context_length,mase_scale_training_only,model_id,interval_correction,corrected_q0.1_lower,corrected_q0.5_median,corrected_q0.9_upper,evaluation_role,year,lead_segment
2020-10-01,2020-09-29,1173.5,17,2020-10-28,1127.6,1152.1385498046875,1172.7711181640625,1194.720947265625,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1149.1300048828125,1172.7711181640625,1197.7294921875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-10-01,2020-09-29,1173.5,18,2020-10-29,1129.3,1150.3876953125,1172.7208251953125,1196.689453125,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1147.379150390625,1172.7208251953125,1199.697998046875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-10-01,2020-09-29,1173.5,19,2020-10-30,1133.4,1149.30078125,1172.5517578125,1198.34716796875,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1146.292236328125,1172.5517578125,1201.355712890625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-10-01,2020-09-29,1173.5,20,2020-11-02,1130.4,1148.423828125,1172.927490234375,1198.8599853515625,1173.5,13972,756,2.3501231121609045,amazon/chronos-2,3.008544921875,1145.415283203125,1172.927490234375,1201.8685302734375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-11-01,2020-10-30,1133.4,1,2020-11-02,1130.4,1126.76708984375,1133.03564453125,1139.2567138671875,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1123.758544921875,1133.03564453125,1142.2652587890625,internal_evaluation_2020_2021,2020,D+1~D+5
2020-11-01,2020-10-30,1133.4,2,2020-11-03,1134.7,1124.77099609375,1133.074951171875,1142.26123046875,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1121.762451171875,1133.074951171875,1145.269775390625,internal_evaluation_2020_2021,2020,D+1~D+5
2020-11-01,2020-10-30,1133.4,3,2020-11-04,1134.6,1123.1673583984375,1133.1607666015625,1144.1885986328125,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1120.1588134765625,1133.1607666015625,1147.1971435546875,internal_evaluation_2020_2021,2020,D+1~D+5
2020-11-01,2020-10-30,1133.4,4,2020-11-05,1136.5,1122.267333984375,1133.136962890625,1145.2379150390625,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1119.2587890625,1133.136962890625,1148.2464599609375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-11-01,2020-10-30,1133.4,5,2020-11-06,1130.9,1120.0072021484375,1132.91455078125,1146.556640625,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1116.9986572265625,1132.91455078125,1149.565185546875,internal_evaluation_2020_2021,2020,D+1~D+5
2020-11-01,2020-10-30,1133.4,6,2020-11-09,1124.4,1118.734619140625,1132.8466796875,1147.3304443359375,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1115.72607421875,1132.8466796875,1150.3389892578125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-11-01,2020-10-30,1133.4,7,2020-11-10,1115.6,1117.9925537109375,1132.6668701171875,1148.7249755859375,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1114.9840087890625,1132.6668701171875,1151.7335205078125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-11-01,2020-10-30,1133.4,8,2020-11-11,1115.9,1116.7109375,1132.5914306640625,1149.862060546875,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1113.702392578125,1132.5914306640625,1152.87060546875,internal_evaluation_2020_2021,2020,D+6~D+10
2020-11-01,2020-10-30,1133.4,9,2020-11-12,1112.4,1115.7064208984375,1132.378173828125,1150.5775146484375,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1112.6978759765625,1132.378173828125,1153.5860595703125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-11-01,2020-10-30,1133.4,10,2020-11-13,1113.2,1115.008544921875,1132.4083251953125,1151.6551513671875,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1112.0,1132.4083251953125,1154.6636962890625,internal_evaluation_2020_2021,2020,D+6~D+10
2020-11-01,2020-10-30,1133.4,11,2020-11-16,1115.1,1113.805419921875,1132.1751708984375,1152.22314453125,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1110.796875,1132.1751708984375,1155.231689453125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-11-01,2020-10-30,1133.4,12,2020-11-17,1108.0,1113.3472900390625,1132.2186279296875,1153.00341796875,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1110.3387451171875,1132.2186279296875,1156.011962890625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-11-01,2020-10-30,1133.4,13,2020-11-18,1106.8,1112.699951171875,1131.9447021484375,1153.5172119140625,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1109.69140625,1131.9447021484375,1156.5257568359375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-11-01,2020-10-30,1133.4,14,2020-11-19,1105.9,1111.9566650390625,1131.662353515625,1154.9044189453125,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1108.9481201171875,1131.662353515625,1157.9129638671875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-11-01,2020-10-30,1133.4,15,2020-11-20,1112.2,1111.080810546875,1131.7843017578125,1155.5521240234375,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1108.072265625,1131.7843017578125,1158.5606689453125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-11-01,2020-10-30,1133.4,16,2020-11-23,1114.2,1109.7216796875,1131.9742431640625,1156.4432373046875,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1106.713134765625,1131.9742431640625,1159.4517822265625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-11-01,2020-10-30,1133.4,17,2020-11-24,1112.6,1108.801513671875,1131.62890625,1157.563720703125,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1105.79296875,1131.62890625,1160.572265625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-11-01,2020-10-30,1133.4,18,2020-11-25,1111.2,1107.9349365234375,1131.6326904296875,1158.95654296875,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1104.9263916015625,1131.6326904296875,1161.965087890625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-11-01,2020-10-30,1133.4,19,2020-11-26,1107.2,1106.8052978515625,1131.587158203125,1159.08984375,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1103.7967529296875,1131.587158203125,1162.098388671875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-11-01,2020-10-30,1133.4,20,2020-11-27,1105.8,1105.6549072265625,1131.2421875,1159.6915283203125,1133.4,13991,756,2.3514274481772697,amazon/chronos-2,3.008544921875,1102.6463623046875,1131.2421875,1162.7000732421875,internal_evaluation_2020_2021,2020,D+11~D+20
2020-12-01,2020-12-01,1104.9,1,2020-12-02,1107.1,1098.183837890625,1103.968505859375,1109.9449462890625,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1095.17529296875,1103.968505859375,1112.9534912109375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-12-01,2020-12-01,1104.9,2,2020-12-03,1103.3,1096.7811279296875,1103.6943359375,1111.6192626953125,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1093.7725830078125,1103.6943359375,1114.6278076171875,internal_evaluation_2020_2021,2020,D+1~D+5
2020-12-01,2020-12-01,1104.9,3,2020-12-04,1098.1,1094.9639892578125,1103.6097412109375,1112.830810546875,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1091.9554443359375,1103.6097412109375,1115.83935546875,internal_evaluation_2020_2021,2020,D+1~D+5
2020-12-01,2020-12-01,1104.9,4,2020-12-07,1086.6,1093.5509033203125,1103.2052001953125,1113.7318115234375,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1090.5423583984375,1103.2052001953125,1116.7403564453125,internal_evaluation_2020_2021,2020,D+1~D+5
2020-12-01,2020-12-01,1104.9,5,2020-12-08,1082.7,1092.2720947265625,1103.0123291015625,1114.3228759765625,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1089.2635498046875,1103.0123291015625,1117.3314208984375,internal_evaluation_2020_2021,2020,D+1~D+5
2020-12-01,2020-12-01,1104.9,6,2020-12-09,1084.4,1090.7998046875,1102.7447509765625,1115.3741455078125,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1087.791259765625,1102.7447509765625,1118.3826904296875,internal_evaluation_2020_2021,2020,D+6~D+10
2020-12-01,2020-12-01,1104.9,7,2020-12-10,1083.6,1089.159423828125,1102.7061767578125,1116.316650390625,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1086.15087890625,1102.7061767578125,1119.3251953125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-12-01,2020-12-01,1104.9,8,2020-12-11,1086.2,1088.9442138671875,1102.424072265625,1116.529052734375,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1085.9356689453125,1102.424072265625,1119.53759765625,internal_evaluation_2020_2021,2020,D+6~D+10
2020-12-01,2020-12-01,1104.9,9,2020-12-14,1089.3,1087.631103515625,1102.025146484375,1117.1302490234375,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1084.62255859375,1102.025146484375,1120.1387939453125,internal_evaluation_2020_2021,2020,D+6~D+10
2020-12-01,2020-12-01,1104.9,10,2020-12-15,1090.8,1086.538818359375,1102.005126953125,1118.2862548828125,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1083.5302734375,1102.005126953125,1121.2947998046875,internal_evaluation_2020_2021,2020,D+6~D+10
2020-12-01,2020-12-01,1104.9,11,2020-12-16,1093.2,1085.62548828125,1101.7171630859375,1119.4461669921875,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1082.616943359375,1101.7171630859375,1122.4547119140625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-12-01,2020-12-01,1104.9,12,2020-12-17,1092.2,1084.636962890625,1101.427734375,1119.13720703125,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1081.62841796875,1101.427734375,1122.145751953125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-12-01,2020-12-01,1104.9,13,2020-12-18,1092.8,1083.852783203125,1101.331298828125,1119.3251953125,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1080.84423828125,1101.331298828125,1122.333740234375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-12-01,2020-12-01,1104.9,14,2020-12-21,1097.9,1082.0345458984375,1100.7354736328125,1120.8494873046875,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1079.0260009765625,1100.7354736328125,1123.8580322265625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-12-01,2020-12-01,1104.9,15,2020-12-22,1101.2,1081.8084716796875,1100.616943359375,1121.6806640625,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1078.7999267578125,1100.616943359375,1124.689208984375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-12-01,2020-12-01,1104.9,16,2020-12-23,1106.6,1081.1185302734375,1100.394287109375,1122.4752197265625,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1078.1099853515625,1100.394287109375,1125.4837646484375,internal_evaluation_2020_2021,2020,D+11~D+20
2020-12-01,2020-12-01,1104.9,17,2020-12-24,1108.9,1080.044921875,1100.2354736328125,1124.2025146484375,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1077.036376953125,1100.2354736328125,1127.2110595703125,internal_evaluation_2020_2021,2020,D+11~D+20
2020-12-01,2020-12-01,1104.9,18,2020-12-28,1103.7,1078.70556640625,1100.25341796875,1125.5057373046875,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1075.697021484375,1100.25341796875,1128.5142822265625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-12-01,2020-12-01,1104.9,19,2020-12-29,1098.2,1077.220947265625,1099.8416748046875,1125.89794921875,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1074.21240234375,1099.8416748046875,1128.906494140625,internal_evaluation_2020_2021,2020,D+11~D+20
2020-12-01,2020-12-01,1104.9,20,2020-12-30,1093.2,1076.00341796875,1099.73779296875,1126.754638671875,1104.9,14013,756,2.3523387096774195,amazon/chronos-2,3.008544921875,1072.994873046875,1099.73779296875,1129.76318359375,internal_evaluation_2020_2021,2020,D+11~D+20
2021-01-01,2020-12-31,1088.0,1,2021-01-04,1088.0,1080.7576904296875,1087.118408203125,1093.77734375,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1077.7491455078125,1087.118408203125,1096.785888671875,internal_evaluation_2020_2021,2021,D+1~D+5
2021-01-01,2020-12-31,1088.0,2,2021-01-05,1083.1,1078.7647705078125,1087.28466796875,1096.8746337890625,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1075.7562255859375,1087.28466796875,1099.8831787109375,internal_evaluation_2020_2021,2021,D+1~D+5
2021-01-01,2020-12-31,1088.0,3,2021-01-06,1086.1,1076.644287109375,1087.66064453125,1098.69921875,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1073.6357421875,1087.66064453125,1101.707763671875,internal_evaluation_2020_2021,2021,D+1~D+5
2021-01-01,2020-12-31,1088.0,4,2021-01-07,1086.8,1075.526611328125,1087.1517333984375,1100.0635986328125,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1072.51806640625,1087.1517333984375,1103.0721435546875,internal_evaluation_2020_2021,2021,D+1~D+5
2021-01-01,2020-12-31,1088.0,5,2021-01-08,1087.7,1073.8740234375,1087.14892578125,1100.8311767578125,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1070.865478515625,1087.14892578125,1103.8397216796875,internal_evaluation_2020_2021,2021,D+1~D+5
2021-01-01,2020-12-31,1088.0,6,2021-01-11,1094.4,1072.76123046875,1087.2052001953125,1102.5086669921875,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1069.752685546875,1087.2052001953125,1105.5172119140625,internal_evaluation_2020_2021,2021,D+6~D+10
2021-01-01,2020-12-31,1088.0,7,2021-01-12,1097.8,1071.3568115234375,1087.2459716796875,1103.2252197265625,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1068.3482666015625,1087.2459716796875,1106.2337646484375,internal_evaluation_2020_2021,2021,D+6~D+10
2021-01-01,2020-12-31,1088.0,8,2021-01-13,1099.9,1070.8035888671875,1087.2423095703125,1104.1463623046875,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1067.7950439453125,1087.2423095703125,1107.1549072265625,internal_evaluation_2020_2021,2021,D+6~D+10
2021-01-01,2020-12-31,1088.0,9,2021-01-14,1095.0,1070.01806640625,1087.432861328125,1105.09814453125,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1067.009521484375,1087.432861328125,1108.106689453125,internal_evaluation_2020_2021,2021,D+6~D+10
2021-01-01,2020-12-31,1088.0,10,2021-01-15,1100.3,1069.413330078125,1087.747314453125,1107.1287841796875,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1066.40478515625,1087.747314453125,1110.1373291015625,internal_evaluation_2020_2021,2021,D+6~D+10
2021-01-01,2020-12-31,1088.0,11,2021-01-18,1097.9,1068.61474609375,1087.845703125,1108.5655517578125,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1065.606201171875,1087.845703125,1111.5740966796875,internal_evaluation_2020_2021,2021,D+11~D+20
2021-01-01,2020-12-31,1088.0,12,2021-01-19,1104.4,1068.2703857421875,1088.087890625,1108.7919921875,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1065.2618408203125,1088.087890625,1111.800537109375,internal_evaluation_2020_2021,2021,D+11~D+20
2021-01-01,2020-12-31,1088.0,13,2021-01-20,1102.1,1067.5213623046875,1088.136962890625,1109.3743896484375,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1064.5128173828125,1088.136962890625,1112.3829345703125,internal_evaluation_2020_2021,2021,D+11~D+20
2021-01-01,2020-12-31,1088.0,14,2021-01-21,1100.0,1065.6844482421875,1087.740478515625,1111.0980224609375,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1062.6759033203125,1087.740478515625,1114.1065673828125,internal_evaluation_2020_2021,2021,D+11~D+20
2021-01-01,2020-12-31,1088.0,15,2021-01-22,1099.2,1065.9993896484375,1087.699462890625,1111.797607421875,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1062.9908447265625,1087.699462890625,1114.80615234375,internal_evaluation_2020_2021,2021,D+11~D+20
2021-01-01,2020-12-31,1088.0,16,2021-01-25,1102.3,1065.4383544921875,1087.219970703125,1112.337646484375,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1062.4298095703125,1087.219970703125,1115.34619140625,internal_evaluation_2020_2021,2021,D+11~D+20
2021-01-01,2020-12-31,1088.0,17,2021-01-26,1103.2,1063.769287109375,1087.6729736328125,1114.270751953125,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1060.7607421875,1087.6729736328125,1117.279296875,internal_evaluation_2020_2021,2021,D+11~D+20
2021-01-01,2020-12-31,1088.0,18,2021-01-27,1103.0,1063.1358642578125,1087.645751953125,1114.7464599609375,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1060.1273193359375,1087.645751953125,1117.7550048828125,internal_evaluation_2020_2021,2021,D+11~D+20
2021-01-01,2020-12-31,1088.0,19,2021-01-28,1104.0,1061.797119140625,1087.4365234375,1115.0859375,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1058.78857421875,1087.4365234375,1118.094482421875,internal_evaluation_2020_2021,2021,D+11~D+20
2021-01-01,2020-12-31,1088.0,20,2021-01-29,1114.6,1060.6265869140625,1087.23388671875,1116.4290771484375,1088.0,14034,756,2.3543269436328655,amazon/chronos-2,3.008544921875,1057.6180419921875,1087.23388671875,1119.4376220703125,internal_evaluation_2020_2021,2021,D+11~D+20
2021-02-01,2021-02-01,1117.2,1,2021-02-02,1118.0,1108.4892578125,1114.8809814453125,1120.83984375,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1105.480712890625,1114.8809814453125,1123.848388671875,internal_evaluation_2020_2021,2021,D+1~D+5
2021-02-01,2021-02-01,1117.2,2,2021-02-03,1116.6,1106.711181640625,1114.78466796875,1123.5928955078125,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1103.70263671875,1114.78466796875,1126.6014404296875,internal_evaluation_2020_2021,2021,D+1~D+5
2021-02-01,2021-02-01,1117.2,3,2021-02-04,1114.0,1104.664794921875,1114.490966796875,1124.9066162109375,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1101.65625,1114.490966796875,1127.9151611328125,internal_evaluation_2020_2021,2021,D+1~D+5
2021-02-01,2021-02-01,1117.2,4,2021-02-05,1116.7,1103.0870361328125,1114.666015625,1126.6002197265625,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1100.0784912109375,1114.666015625,1129.6087646484375,internal_evaluation_2020_2021,2021,D+1~D+5
2021-02-01,2021-02-01,1117.2,5,2021-02-08,1124.0,1101.74951171875,1114.25146484375,1127.6612548828125,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1098.740966796875,1114.25146484375,1130.6697998046875,internal_evaluation_2020_2021,2021,D+1~D+5
2021-02-01,2021-02-01,1117.2,6,2021-02-09,1119.1,1100.5731201171875,1114.5594482421875,1128.6217041015625,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1097.5645751953125,1114.5594482421875,1131.6302490234375,internal_evaluation_2020_2021,2021,D+6~D+10
2021-02-01,2021-02-01,1117.2,7,2021-02-10,1116.0,1099.285400390625,1114.572265625,1130.1324462890625,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1096.27685546875,1114.572265625,1133.1409912109375,internal_evaluation_2020_2021,2021,D+6~D+10
2021-02-01,2021-02-01,1117.2,8,2021-02-15,1110.1,1098.6639404296875,1114.614501953125,1131.703369140625,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1095.6553955078125,1114.614501953125,1134.7119140625,internal_evaluation_2020_2021,2021,D+6~D+10
2021-02-01,2021-02-01,1117.2,9,2021-02-16,1103.1,1097.975341796875,1114.7481689453125,1132.5614013671875,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1094.966796875,1114.7481689453125,1135.5699462890625,internal_evaluation_2020_2021,2021,D+6~D+10
2021-02-01,2021-02-01,1117.2,10,2021-02-17,1099.7,1097.859375,1115.34375,1133.8321533203125,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1094.850830078125,1115.34375,1136.8406982421875,internal_evaluation_2020_2021,2021,D+6~D+10
2021-02-01,2021-02-01,1117.2,11,2021-02-18,1107.7,1097.020263671875,1115.2982177734375,1135.072998046875,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1094.01171875,1115.2982177734375,1138.08154296875,internal_evaluation_2020_2021,2021,D+11~D+20
2021-02-01,2021-02-01,1117.2,12,2021-02-19,1105.7,1097.072265625,1115.681396484375,1136.3565673828125,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1094.063720703125,1115.681396484375,1139.3651123046875,internal_evaluation_2020_2021,2021,D+11~D+20
2021-02-01,2021-02-01,1117.2,13,2021-02-22,1107.1,1096.6126708984375,1115.8516845703125,1137.3441162109375,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1093.6041259765625,1115.8516845703125,1140.3526611328125,internal_evaluation_2020_2021,2021,D+11~D+20
2021-02-01,2021-02-01,1117.2,14,2021-02-23,1106.5,1095.655029296875,1115.7969970703125,1138.6793212890625,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1092.646484375,1115.7969970703125,1141.6878662109375,internal_evaluation_2020_2021,2021,D+11~D+20
2021-02-01,2021-02-01,1117.2,15,2021-02-24,1110.8,1094.9931640625,1115.864013671875,1138.4354248046875,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1091.984619140625,1115.864013671875,1141.4439697265625,internal_evaluation_2020_2021,2021,D+11~D+20
2021-02-01,2021-02-01,1117.2,16,2021-02-25,1110.2,1094.3133544921875,1115.9476318359375,1139.2889404296875,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1091.3048095703125,1115.9476318359375,1142.2974853515625,internal_evaluation_2020_2021,2021,D+11~D+20
2021-02-01,2021-02-01,1117.2,17,2021-02-26,1108.4,1093.9920654296875,1115.955322265625,1141.38916015625,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1090.9835205078125,1115.955322265625,1144.397705078125,internal_evaluation_2020_2021,2021,D+11~D+20
2021-02-01,2021-02-01,1117.2,18,2021-03-02,1121.8,1092.4229736328125,1115.8634033203125,1142.5201416015625,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1089.4144287109375,1115.8634033203125,1145.5286865234375,internal_evaluation_2020_2021,2021,D+11~D+20
2021-02-01,2021-02-01,1117.2,19,2021-03-03,1121.3,1091.42626953125,1115.96923828125,1142.568603515625,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1088.417724609375,1115.96923828125,1145.5771484375,internal_evaluation_2020_2021,2021,D+11~D+20
2021-02-01,2021-02-01,1117.2,20,2021-03-04,1122.9,1091.13916015625,1116.026123046875,1143.59326171875,1117.2,14055,756,2.355391347659029,amazon/chronos-2,3.008544921875,1088.130615234375,1116.026123046875,1146.601806640625,internal_evaluation_2020_2021,2021,D+11~D+20
2021-03-01,2021-02-26,1108.4,1,2021-03-02,1121.8,1101.7437744140625,1107.8759765625,1113.365966796875,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1098.7352294921875,1107.8759765625,1116.37451171875,internal_evaluation_2020_2021,2021,D+1~D+5
2021-03-01,2021-02-26,1108.4,2,2021-03-03,1121.3,1100.3074951171875,1107.7220458984375,1115.6622314453125,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1097.2989501953125,1107.7220458984375,1118.6707763671875,internal_evaluation_2020_2021,2021,D+1~D+5
2021-03-01,2021-02-26,1108.4,3,2021-03-04,1122.9,1098.3375244140625,1107.6683349609375,1117.196044921875,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1095.3289794921875,1107.6683349609375,1120.20458984375,internal_evaluation_2020_2021,2021,D+1~D+5
2021-03-01,2021-02-26,1108.4,4,2021-03-05,1126.2,1097.4444580078125,1107.9781494140625,1118.89599609375,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1094.4359130859375,1107.9781494140625,1121.904541015625,internal_evaluation_2020_2021,2021,D+1~D+5
2021-03-01,2021-02-26,1108.4,5,2021-03-08,1129.4,1096.1837158203125,1107.9591064453125,1119.875732421875,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1093.1751708984375,1107.9591064453125,1122.88427734375,internal_evaluation_2020_2021,2021,D+1~D+5
2021-03-01,2021-02-26,1108.4,6,2021-03-09,1131.3,1095.03564453125,1107.9959716796875,1120.95361328125,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1092.027099609375,1107.9959716796875,1123.962158203125,internal_evaluation_2020_2021,2021,D+6~D+10
2021-03-01,2021-02-26,1108.4,7,2021-03-10,1141.1,1093.6082763671875,1108.2918701171875,1122.48193359375,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1090.5997314453125,1108.2918701171875,1125.490478515625,internal_evaluation_2020_2021,2021,D+6~D+10
2021-03-01,2021-02-26,1108.4,8,2021-03-11,1140.7,1093.63623046875,1108.407958984375,1123.143310546875,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1090.627685546875,1108.407958984375,1126.15185546875,internal_evaluation_2020_2021,2021,D+6~D+10
2021-03-01,2021-02-26,1108.4,9,2021-03-12,1137.3,1092.6954345703125,1108.2879638671875,1124.036865234375,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1089.6868896484375,1108.2879638671875,1127.04541015625,internal_evaluation_2020_2021,2021,D+6~D+10
2021-03-01,2021-02-26,1108.4,10,2021-03-15,1130.7,1092.090087890625,1108.701416015625,1125.0521240234375,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1089.08154296875,1108.701416015625,1128.0606689453125,internal_evaluation_2020_2021,2021,D+6~D+10
2021-03-01,2021-02-26,1108.4,11,2021-03-16,1135.9,1091.2015380859375,1108.5284423828125,1126.28173828125,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1088.1929931640625,1108.5284423828125,1129.290283203125,internal_evaluation_2020_2021,2021,D+11~D+20
2021-03-01,2021-02-26,1108.4,12,2021-03-17,1132.5,1090.7861328125,1108.657470703125,1126.46484375,1108.4,14072,756,2.356653400611186,amazon/chronos-2,3.008544921875,1087.777587890625,1108.657470703125,1129.473388671875,internal_evaluation_2020_2021,2021,D+11~D+20
